date,total_profit,mean_profit,trade_count,volume,pnl_std,avg_leverage,timestamp,fgi,classification,pnl_roll,corr_fgi_profit,regime,cum_profit
2023-01-05,0.0,0.0,3,477.0,0.0,,1672896600.0,29.0,Fear,,,Fear,0.0
2023-05-12,0.0,0.0,9,50005.83,0.0,,1683869400.0,49.0,Neutral,,,Neutral,0.0
2024-01-01,-129.53146,-7.196192222222223,18,264239.52999999997,85.84776860469921,,1704087000.0,65.0,Greed,,,Greed,-129.53146
2024-01-02,0.0,0.0,6,2008.18,0.0,,1704173400.0,71.0,Greed,,,Greed,-129.53146
2024-01-03,8244.241409,60.176944591240876,137,472974.7,111.95860869453276,,1704259800.0,70.0,Greed,8114.709949,,Greed,8114.709949
2024-01-04,2507.963406,32.57095332467532,77,339470.47,92.06770180124278,,1704346200.0,68.0,Greed,10622.673354999999,,Greed,10622.673354999999
2024-01-05,0.0,0.0,14,87025.45,0.0,,1704432600.0,72.0,Greed,10622.673354999999,,Greed,10622.673354999999
2024-01-06,91.510419,3.66041676,25,12834.62,7.909299454844354,,1704519000.0,70.0,Greed,10714.183774,,Greed,10714.183774
2024-01-07,5065.839308,79.1537391875,64,362670.14999999997,207.33447463371925,,1704605400.0,71.0,Greed,15780.023082,,Greed,15780.023082
2024-01-08,167.080017,2.9312283684210527,57,227774.53,23.197203266011744,,1704691800.0,71.0,Greed,15947.103099,0.2851045212168571,Greed,15947.103099
2024-01-09,137.433093,11.452757750000002,12,12359.68,25.479618769976113,,1704778200.0,76.0,Extreme Greed,16084.536192,0.22763227440159542,Greed,16084.536192
2024-01-10,0.0,0.0,4,139954.32,0.0,,1704864600.0,73.0,Greed,16084.536192,0.19277963921614122,Greed,16084.536192
2024-01-11,1040.475736,45.238075478260875,23,260981.03,154.1983753462747,,1704951000.0,76.0,Extreme Greed,17125.011928,0.18047140806275416,Greed,17125.011928
2024-01-12,40886.364494,98.28453003365385,416,814711.82,338.03944268346726,,1705037400.0,71.0,Greed,58011.376422,0.138903488495664,Greed,58011.376422
2024-02-01,783.979116,46.11641858823529,17,121348.74,134.42834386429288,,1706765400.0,63.0,Greed,58795.355538,0.1442735084974943,Greed,58795.355538
2024-02-02,456.423473,10.867225547619048,42,474278.43,41.93124714430262,,1706851800.0,63.0,Greed,59251.779011,0.14938719973955575,Greed,59251.779011000006
2024-02-03,230.90060000000005,7.448406451612905,31,63197.56,250.64780257055287,,1706938200.0,60.0,Greed,59482.679611,0.15856161694556598,Neutral,59482.67961100001
2024-02-04,883.760812,21.555141756097562,41,239664.50999999998,78.23542802217051,,1707024600.0,60.0,Greed,60366.440423,0.16480315034798473,Neutral,60366.44042300001
2024-02-06,192.906947,2.074268247311828,93,29464.51,4.425015055071825,,1707197400.0,64.0,Greed,60559.34737,0.16657104653652982,Greed,60559.34737000001
2024-02-07,2421.253116,134.514062,18,33347.47,226.36405308073617,,1707283800.0,62.0,Greed,62980.600486,0.16744982827135374,Greed,62980.60048600001
2024-02-08,782.3681909999999,12.418542714285714,63,396320.37,44.14907581961201,,1707370200.0,66.0,Greed,63762.968677000004,0.1661750075840158,Greed,63762.96867700001
2024-02-09,0.0,0.0,2,30000.42,0.0,,1707456600.0,72.0,Greed,63762.968677000004,0.15367241584049957,Greed,63762.96867700001
2024-02-10,0.0,0.0,4,99954.34,0.0,,1707543000.0,74.0,Greed,63762.968677000004,0.1387518547595534,Greed,63762.96867700001
2024-02-11,0.0,0.0,2,40000.0,0.0,,1707629400.0,71.0,Greed,63762.968677000004,0.13069312223185944,Greed,63762.96867700001
2024-02-12,18489.604313,68.48001597407408,270,585243.56,379.90364074572494,,1707715800.0,70.0,Greed,82252.57299,0.14988728433750337,Greed,82252.57299000002
2024-03-01,866.015507,12.925604582089552,67,394499.36,50.415365667933756,,1709271000.0,80.0,Extreme Greed,83118.588497,0.1293533018325436,Greed,83118.58849700002
2024-03-02,223.30918699999998,3.9876640535714283,56,603820.0,68.62663189543068,,1709357400.0,80.0,Extreme Greed,83341.897684,0.10805581835965418,Greed,83341.89768400003
2024-03-03,8361.086245,105.83653474683545,79,390745.68,199.82398269178753,,1709443800.0,83.0,Extreme Greed,91702.98392900001,0.13681517697462273,Greed,91702.98392900002
2024-03-04,126.7884,31.6971,4,16887.57,63.3942,,1709530200.0,82.0,Extreme Greed,91829.772329,0.11448657536435392,Greed,91829.77232900003
2024-03-05,5306.017045,147.3893623611111,36,282682.64999999997,280.85451321791754,,1709616600.0,90.0,Extreme Greed,97135.789374,0.12401281015919108,Greed,97135.78937400003
2024-03-06,562.808208,8.040117257142859,70,21466.86,11.849209775400267,,1709703000.0,75.0,Extreme Greed,97698.597582,0.11734580016555282,Greed,97698.59758200003
2024-03-07,1118.387284,62.132626888888886,18,179600.66,130.94390209637675,,1709789400.0,82.0,Extreme Greed,98816.984866,0.10538701370789892,Greed,98816.98486600003
2024-03-08,464.1897,12.545667567567568,37,290532.86,76.3123165975776,,1709875800.0,81.0,Extreme Greed,99410.706026,0.09293350012320317,Greed,99281.17456600003
2024-03-10,100.375782,11.152864666666666,9,132935.69,20.273575382952355,,1710048600.0,79.0,Extreme Greed,99511.081808,0.0826242062495538,Greed,99381.55034800003
2024-03-11,0.0,0.0,6,129055.66,0.0,,1710135000.0,82.0,Extreme Greed,91266.84039900001,0.06926281677200123,Greed,99381.55034800003
2024-03-12,23576.539285,63.03887509358289,374,1084666.53,229.00768096588675,,1710221400.0,81.0,Extreme Greed,112335.41627799999,0.1286776986421855,Greed,122958.08963300003
2024-04-01,-67.60364,-13.520728,5,99792.54000000001,29.544005214373353,,1711949400.0,79.0,Extreme Greed,112267.81263799999,0.11873953552747578,Greed,122890.48599300002
2024-04-02,47.62389499999999,1.360682714285714,35,203187.53,31.922762604224417,,1712035800.0,79.0,Extreme Greed,112223.926114,0.10980209364410821,Greed,122938.10988800002
2024-04-03,27799.775742,92.66591914,300,1577996.87,152.8211043688667,,1712122200.0,71.0,Greed,134957.862548,0.09622188213721423,Greed,150737.88563000003
2024-04-04,0.0,0.0,32,95987.73,0.0,,1712208600.0,70.0,Greed,134790.782531,0.09734045659852163,Greed,150737.88563000003
2024-04-05,0.0,0.0,9,58998.75,0.0,,1712295000.0,79.0,Extreme Greed,134653.349438,0.0886302149365373,Greed,150737.88563000003
2024-04-06,52.211438,0.9851214716981133,53,24243.41,2.4828445149485265,,1712381400.0,75.0,Extreme Greed,134705.560876,0.08487751254925813,Greed,150790.09706800003
2024-04-07,0.0,0.0,25,430568.01,0.0,,1712467800.0,78.0,Extreme Greed,133665.08514,0.07813069708548018,Greed,150790.09706800003
2024-04-08,-122672.000883,-965.9212667952756,127,1207744.07,3618.961540622186,,1712554200.0,76.0,Extreme Greed,-29893.280237,-0.02688241447409899,Greed,28118.09618500003
2024-04-09,1065.785132,31.346621529411763,34,131480.97,462.16602470807555,,1712640600.0,80.0,Extreme Greed,-29611.474220999997,-0.026312051221233864,Greed,29183.881317000032
2024-04-10,0.0,0.0,1,0.34,,,1712727000.0,78.0,Extreme Greed,-30067.897694,-0.02662442405154354,Greed,29183.881317000032
2024-04-11,2799.410474,77.76140205555555,36,451811.97,118.94285081013497,,1712813400.0,76.0,Extreme Greed,-27499.387819999996,-0.025683029930405984,Greed,31983.291791000032
2024-04-12,292891.815021,918.1561599404388,319,769287.65,4090.2838520231076,,1712899800.0,79.0,Extreme Greed,264508.666389,0.0788254976883041,Greed,324875.10681200004
2024-05-01,164.141565,2.486993409090909,66,1703942.66,60.7235758141571,,1714541400.0,54.0,Neutral,264479.901007,0.08141495018540955,Neutral,325039.24837700004
2024-05-02,-33.45419400000003,-0.4646415833333337,72,770198.26,46.10792460482958,,1714627800.0,43.0,Fear,262025.19369700004,0.08316385327164814,Neutral,325005.79418300005
2024-05-03,19791.026041,109.95014467222222,180,841810.32,195.65804028577477,,1714714200.0,48.0,Neutral,281033.851547,0.067489223511447,Neutral,344796.820224
2024-05-04,10706.484306,107.06484306,100,503791.8,304.1028007265851,,1714800600.0,67.0,Greed,291740.335853,0.06680695999122563,Greed,355503.30453
2024-05-05,0.916,0.15266666666666667,6,24068.350000000002,0.37395543406489856,,1714887000.0,69.0,Greed,291741.251853,0.06726084620784228,Greed,355504.22053000005
2024-05-06,56.055506,1.038064925925926,54,25350.77,2.9096994557928553,,1714973400.0,71.0,Greed,291797.307359,0.06719803071612022,Greed,355560.27603600005
2024-05-07,0.0,0.0,32,272289.89,0.0,,1715059800.0,68.0,Greed,273307.70304600004,0.06785703200373772,Greed,355560.27603600005
2024-05-08,-13013.665169,-162.6708146125,80,420495.4,795.0273715447163,,1715146200.0,64.0,Greed,259428.02237,0.07254663170014668,Greed,342546.61086700007
2024-05-09,0.0,0.0,1,0.84,,,1715232600.0,55.0,Greed,259204.713183,0.07480495203647636,Neutral,342546.61086700007
2024-05-10,5767.161892,155.86924032432432,37,605605.74,217.0879728346648,,1715319000.0,66.0,Greed,256610.78883000003,0.07473888180380936,Greed,348313.7727590001
2024-05-11,678.4759280000001,67.8475928,10,200627.23,93.32108146532121,,1715405400.0,53.0,Neutral,257162.476358,0.07651546910874112,Neutral,348992.2486870001
2024-05-12,71574.11848800001,156.96078615789474,456,1256750.79,1402.284112762816,,1715491800.0,56.0,Greed,323430.57780100004,0.04125276875025017,Neutral,420566.3671750001
2024-06-01,135.58166400000002,6.16280290909091,22,298521.4,37.338371573804935,,1717219800.0,72.0,Greed,323003.351257,0.034751407885742526,Greed,420701.9488390001
2024-06-02,-215.615907,-0.19817638511029412,1088,8047153.41,12.69131338108202,,1717306200.0,73.0,Greed,321669.34806600004,0.029029561055650917,Greed,420486.33293200005
2024-06-03,6814.825139,83.10762364634145,82,327218.02,146.9693030530839,,1717392600.0,73.0,Greed,328019.983505,0.027244335455012172,Greed,427301.15807100007
2024-06-04,236.33513399999998,14.770945874999999,16,68223.67,42.149058574016486,,1717479000.0,73.0,Greed,328155.942857,0.026634859317144956,Greed,427537.49320500006
2024-06-05,968.59038,107.62115333333333,9,206016.43,237.64601629026436,,1717565400.0,75.0,Extreme Greed,329124.533237,0.025613954415572494,Greed,428506.0835850001
2024-06-06,274.173187,1.1716802863247862,234,137557.76,3.3659483181601715,,1717651800.0,78.0,Extreme Greed,305822.167139,0.022927250675226975,Greed,428780.25677200005
2024-06-07,108.87217799999999,4.53634075,24,2490.17,10.03473956812726,,1717738200.0,77.0,Extreme Greed,305998.64295700006,0.02137968855164791,Greed,428889.12895000004
2024-06-08,267.318048,2.4982995140186914,107,61478.38,8.28376598603028,,1717824600.0,72.0,Greed,306218.33711,0.02079466127547546,Greed,429156.446998
2024-06-09,-1104.856765,-26.306113452380952,42,39047.1,21.910908628012873,,1717911000.0,75.0,Extreme Greed,277313.704603,0.019500613007008435,Greed,428051.59023300005
2024-06-10,130.487079,5.9312308636363635,22,300130.56,17.741123762831634,,1717997400.0,72.0,Greed,277444.19168200006,0.019211204928290416,Greed,428182.07731200004
2024-06-11,2817.83723,187.85581533333334,15,123906.9,309.14971367702964,,1718083800.0,74.0,Greed,280262.02891200007,0.020113913483124832,Greed,430999.91454200004
2024-06-12,-92624.643895,-229.83782604218362,403,3471019.22,6326.353243835444,,1718170200.0,72.0,Greed,187585.17357900002,0.017447018308029572,Greed,338375.27064700006
2024-07-01,-835.681235,-8.615270463917525,97,1048850.06,34.037905927281535,,1719811800.0,53.0,Neutral,186749.49234400003,0.022276806809081198,Neutral,337539.58941200003
2024-07-02,241.24212,16.082808,15,6758.73,56.54657345272468,,1719898200.0,51.0,Neutral,309662.73534700007,0.02515049064144068,Neutral,337780.83153200004
2024-07-04,0.0,0.0,23,49988.14,0.0,,1720071000.0,44.0,Fear,308596.9502150001,0.027310716713718507,Neutral,337780.83153200004
2024-07-05,883.537693,49.08542738888889,18,108717.58,57.79243416391551,,1720157400.0,29.0,Fear,309480.48790800007,0.02846178638188603,Fear,338664.36922500003
2024-07-06,8902.467416,20.23288049090909,440,1098588.76,103.25220050843622,,1720243800.0,26.0,Fear,315583.54485,0.019040554286038413,Fear,347566.836641
2024-07-07,61.428942,6.1428942,10,498.75,4.100173833321266,,1720330200.0,29.0,Fear,22753.158771000042,0.02197165949325533,Fear,347628.26558300003
2024-07-08,188.789255,5.720886515151515,33,2492.77,10.349410204930836,,1720416600.0,28.0,Fear,22777.80646100004,0.02482927582175753,Fear,347817.05483800004
2024-07-10,0.0,0.0,21,219984.65,0.0,,1720589400.0,28.0,Fear,22811.260655000042,0.02776007049044423,Fear,347817.05483800004
2024-07-11,4493.353136,39.764187044247784,113,111335.3,107.40420684370638,,1720675800.0,29.0,Fear,7513.587750000041,0.026592377660832403,Fear,352310.40797400003
2024-07-12,85906.279067,282.5864442993421,304,451733.42,2478.915786497859,,1720762200.0,25.0,Fear,82713.38251100003,-0.046677246470528476,Fear,438216.687041
2024-08-01,-269.874439,-2.1083940546875,128,1522452.43,122.41963598502315,,1722490200.0,52.0,Neutral,82442.59207200003,-0.04347944064215401,Neutral,437946.812602
2024-08-02,770.756024,77.07560240000001,10,26051.12,139.74567826297627,,1722576600.0,57.0,Greed,83157.29259000003,-0.04169544820073001,Neutral,438717.568626
2024-08-03,4271.886236,63.7594960597015,67,183583.18,148.75855367571137,,1722663000.0,37.0,Fear,87429.17882600003,-0.04094547250770308,Fear,442989.454862
2024-08-04,1218.4267,40.614223333333335,30,211940.64,222.45326275219327,,1722749400.0,34.0,Fear,101661.27069500003,-0.035540317848405785,Fear,444207.881562
2024-08-05,1.56576,0.12044307692307693,13,65973.57,1.641780493282545,,1722835800.0,26.0,Fear,101662.83645500003,-0.028092303038017553,Fear,444209.44732200005
2024-08-06,129.13883900000002,4.453063413793104,29,97351.88,13.610694021064663,,1722922200.0,17.0,Extreme Fear,96024.81340200003,-0.022811882458900153,Fear,444338.5861610001
2024-08-07,0.0,0.0,1,497.64,,,1723008600.0,29.0,Fear,95346.33747400003,-0.016629950175992912,Fear,444338.5861610001
2024-08-08,-40.712216999999995,-4.5235796666666666,9,16299.35,9.68187399440364,,1723095000.0,20.0,Extreme Fear,23731.50676900002,-0.011599812268969301,Fear,444297.87394400005
2024-08-09,0.0,0.0,1,0.11,,,1723181400.0,48.0,Neutral,23595.92510500002,-0.008869739419288699,Neutral,444297.87394400005
2024-08-10,5396.546638,149.90407327777777,36,434584.13,223.40754741053024,,1723267800.0,40.0,Fear,29208.08765000002,-0.006766332146814856,Fear,449694.42058200005
2024-08-11,-64.41354100000007,-1.6516292564102582,39,270700.44,72.4018294193872,,1723354200.0,39.0,Fear,22328.84897000002,-0.0023575843739661374,Fear,449630.00704100006
2024-08-12,15965.933436,38.014127228571425,420,932939.72,232.61343396421137,,1723440600.0,25.0,Fear,38058.44727200002,-0.006118394967811691,Fear,465595.9404770001
